Complexity,Loss,Equation
1,0.0007799045,"0.1437492"
3,1.4712037e-7,"0.00018096715 - VDD_1V2_I"
5,3.0782022e-8,"0.00023050907 - (VDD_1V2_I + ISO_I)"
7,7.1491574e-10,"(0.00021563028 - VDD_1V2_I) + (ISO_I * -0.6881471)"
9,6.947468e-10,"(((ISO_I * -0.68551975) + 0.00021470395) - VDD_1V2_I) - AVSS_I_idt"
11,6.912502e-10,"((((ISO_I * -0.6721256) - PBKG_I) + 0.00021449421) - VDD_1V2_I) - AVSS_I_idt"
