Complexity,Loss,Equation
1,0.0066847373,"0.046805955"
3,0.0037117426,"VDD_1V2_I * -0.6591823"
5,0.000499563,"(VDD_1V2_I + AVSS_I) * -0.95973974"
7,0.00013687505,"(MOST_POS_I * -1.1066988) - (AVSS_I + VDD_1V2_I)"
9,9.3921844e-5,"(MOST_POS_I * -1.2259585) - ((VDD_1V2_I + -0.006879617) + AVSS_I)"
11,5.8454436e-5,"(MOST_POS_I * -1.2247722) - ((VDD_1V2_I + AVSS_I) - (V_SUPPLY * AVSS_I_idt))"
