Complexity,Loss,Equation
1,0.8095618,"0.66483736"
3,0.534978,"-0.03792589 / meta_corner"
5,0.11298971,"(ISO_I * -65.526985) - -1.0123514"
7,0.106530555,"1.0725446 - ((ISO_I * 64.984665) + V_SUPPLY_idt)"
9,0.1028518,"((ISO_I + -0.018141558) + (V_SUPPLY_idt * 0.03922288)) * -64.14704"
11,0.10138026,"(((ISO_I + (V_SUPPLY_idt * 0.04002793)) + -0.018802125) * -62.441185) + VDD_1V2_I"
12,0.09916525,"(exp(MOST_POS_idt) * ((ISO_I * -60.63857) - MOST_POS_idt)) + 1.0827641"
