Complexity,Loss,Equation
1,0.00014443269,"0.0012890995"
3,0.00012426572,"dVPWR_dt * -6.0666487e-5"
5,0.00011680701,"(VDD_1V2_I + AVSS_I) / -4.2305536"
7,9.516118e-5,"MOST_POS_idt * ((VDD_1V2_I + AVSS_I) / -0.3152533)"
9,9.39569e-5,"((VDD_1V2_I + AVSS_I) * MOST_POS_idt) / (MOST_POS_idt + -0.45040005)"
11,9.3530965e-5,"((MOST_POS_idt / (MOST_POS_idt + -0.4608828)) - ISO_I) * (VDD_1V2_I + AVSS_I)"
