Complexity,Loss,Equation
1,0.06136713,"0.79772633"
3,0.041794706,"0.91887844 - meta_corner"
5,0.03679126,"(ISO_I * -281.83066) + 0.81176"
7,0.017621133,"((-0.014484968 / VPWR) + ISO_I) * -287.95737"
9,0.011189416,"((8.234361 / V_SUPPLY) + -0.80329573) + (ISO_I * -300.20877)"
