Complexity,Loss,Equation
1,0.0033870765,"0.12099329"
3,0.0003334923,"VDD_1V2_I_idt - VDD_1V2_I"
5,1.3382923e-5,"(VDD_1V2_I / -0.9982166) - AVSS_I"
7,1.1425799e-6,"(-0.99801636 * VDD_1V2_I) - (AVSS_I / 1.1885576)"
9,8.8216484e-7,"(VDD_1V2_I / -1.0019975) - (AVSS_I / (AVSS_I + 1.0887779))"
11,8.7574097e-7,"(VDD_1V2_I / -1.0019975) - (AVSS_I / ((AVSS_I + 1.0887779) + AVSS_I_idt))"
12,7.167052e-7,"(VDD_1V2_I / -1.0022407) - (AVSS_I / (AVSS_I + exp(AVSS_I)))"
