Complexity,Loss,Equation
1,1.2673377,"-0.70904434"
3,0.3466829,"AVSS_I / -0.05599144"
5,0.11047941,"(-0.040777314 / VDD_1V2_I) + -1.886805"
7,0.10988131,"2.120876 / ((VDD_1V2_I * 49.480034) + 3.2517881)"
9,0.106686935,"(2.235622 / ((VDD_1V2_I * 49.444557) + 2.4579458)) - 0.46918026"
11,0.10538848,"((VPWR * 0.41825452) / ((VDD_1V2_I * 50.898968) + 2.138422)) - 0.689307"
