Complexity,Loss,Equation
1,1.2706721,"-0.6889222"
3,0.3520058,"AVSS_I * -17.936691"
5,0.12779099,"0.04416584 / (VDD_1V2_I + 0.0642903)"
7,0.122953564,"(-0.007979848 / (VDD_1V2_I / MOST_POS)) - 1.8716109"
9,0.12266327,"VDD_1V2_I + ((-0.007697243 / (VDD_1V2_I / FUN_DC)) + -1.7615802)"
11,0.12265722,"(((MOST_POS_I_idt + -0.0076973825) / (VDD_1V2_I / FUN_DC)) + -1.7615876) + VDD_1V2_I"
